cik,filing_date,form,year,quarter,month,asset_retirement_attention,business_combinations_attention,cash_attention,collaborative_arrangements_attention,commitments_and_contingencies_attention,compensation_attention,consolidation_attention,debt_attention,deferred_revenue_attention,derivatives_and_hedging_attention,equity_attention,fair_value_attention,financial_services_attention,goodwill_and_intangibles_attention,insurance_attention,inventory_attention,investment_attention,leases_attention,liabilities_attention,oil_and_gas_attention,other_assets_attention,pension_and_post_employment_attention,PPE_attention,real_estate_attention,receivables_attention,related_party_attention,research_and_development_attention,restructuring_attention,revenue_attention,tax_attention,transfers_and_servicing_attention,warranties_and_guarantees_attention,asset_retirement_sentiment,business_combinations_sentiment,cash_sentiment,collaborative_arrangements_sentiment,commitments_and_contingencies_sentiment,compensation_sentiment,consolidation_sentiment,debt_sentiment,deferred_revenue_sentiment,derivatives_and_hedging_sentiment,equity_sentiment,fair_value_sentiment,financial_services_sentiment,goodwill_and_intangibles_sentiment,insurance_sentiment,inventory_sentiment,investment_sentiment,leases_sentiment,liabilities_sentiment,oil_and_gas_sentiment,other_assets_sentiment,pension_and_post_employment_sentiment,PPE_sentiment,real_estate_sentiment,receivables_sentiment,related_party_sentiment,research_and_development_sentiment,restructuring_sentiment,revenue_sentiment,tax_sentiment,transfers_and_servicing_sentiment,warranties_and_guarantees_sentiment
0000854663,1994-11-14,10-Q,1994,QTR4,11,0.012195121951219513,0.0,0.0,0.0,0.03048780487804878,0.006097560975609756,0.0,0.018292682926829267,0.0,0.0,0.03048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000357294,1994-10-17,10-Q,1994,QTR4,10,0.0,0.0,0.0,0.0,0.004464285714285714,0.004464285714285714,0.0,0.013392857142857142,0.0,0.0,0.013392857142857142,0.0,0.0,0.0,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.013392857142857142,0.008928571428571428,0.0,0.0,0.004464285714285714,0.013392857142857142,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.3333333333333333,0.0,0.0,0.0
0000030419,1994-11-10,10-Q,1994,QTR4,11,0.0,0.0,0.0,0.0,0.0392156862745098,0.013071895424836602,0.006535947712418301,0.0,0.0,0.026143790849673203,0.026143790849673203,0.006535947712418301,0.0,0.006535947712418301,0.0,0.0,0.032679738562091505,0.0,0.006535947712418301,0.0,0.0,0.013071895424836602,0.006535947712418301,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0000740582,1994-11-14,10-Q,1994,QTR4,11,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.008771929824561403,0.02631578947368421,0.0,0.0,0.017543859649122806,0.0,0.0,0.008771929824561403,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.008771929824561403,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0000883701,1994-11-14,10-Q,1994,QTR4,11,0.0,0.02336448598130841,0.0,0.0,0.0,0.014018691588785047,0.0,0.02336448598130841,0.0,0.03271028037383177,0.014018691588785047,0.0,0.0,0.0,0.0,0.0,0.02336448598130841,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.028037383177570093,0.0,0.0,0.004672897196261682,0.009345794392523364,0.014018691588785047,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.3333333333333333,0.0,0.0
0000012707,1994-10-12,10-Q,1994,QTR4,10,0.0,0.011764705882352941,0.0,0.0,0.047058823529411764,0.011764705882352941,0.0,0.011764705882352941,0.0,0.011764705882352941,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000838224,1994-10-12,10-Q,1994,QTR4,10,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0000059527,1994-11-14,10-Q,1994,QTR4,11,0.0,0.0,0.0,0.0,0.0,0.010723860589812333,0.0,0.01876675603217158,0.0,0.0,0.005361930294906166,0.0,0.0,0.0,0.0,0.005361930294906166,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.005361930294906166,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000840119,1994-11-14,10-Q,1994,QTR4,11,0.0,0.0,0.0,0.0,0.018018018018018018,0.009009009009009009,0.0,0.009009009009009009,0.0,0.0,0.04504504504504504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.009009009009009009,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001750,1994-10-14,10-Q,1994,QTR4,10,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.034482758620689655,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.020689655172413793,0.006896551724137931,0.0,0.0,0.006896551724137931,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.013793103448275862,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0000091817,1994-11-23,10-K,1994,QTR4,11,0.0,0.002369668246445498,0.0,0.0,0.0,0.037914691943127965,0.0,0.009478672985781991,0.002369668246445498,0.0,0.016587677725118485,0.0,0.0,0.011848341232227487,0.0,0.002369668246445498,0.002369668246445498,0.011848341232227487,0.0,0.0,0.0,0.009478672985781991,0.011848341232227487,0.002369668246445498,0.002369668246445498,0.0,0.0,0.0,0.0,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000043837,1994-12-12,10-Q,1994,QTR4,12,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0
0000096289,1994-11-14,10-Q,1994,QTR4,11,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.05625,0.0,0.0,0.01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.025,0.0,0.0,0.00625,0.0,0.00625,0.0,0.01875,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.25,0.0,-0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0000877930,1994-11-14,10-Q,1994,QTR4,11,0.0,0.0,0.0034965034965034965,0.0,0.024475524475524476,0.006993006993006993,0.006993006993006993,0.1258741258741259,0.0034965034965034965,0.0034965034965034965,0.02097902097902098,0.006993006993006993,0.0,0.0034965034965034965,0.0,0.0,0.013986013986013986,0.0,0.0034965034965034965,0.006993006993006993,0.0,0.0,0.0,0.0,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000085961,1994-11-14,10-Q,1994,QTR4,11,0.0,0.01639344262295082,0.0,0.0,0.0,0.04918032786885246,0.0,0.01639344262295082,0.0,0.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.02459016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000022620,1994-11-14,10-Q,1994,QTR4,11,0.006666666666666667,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000092081,1994-11-10,10-Q,1994,QTR4,11,0.0,0.018691588785046728,0.0,0.0,0.018691588785046728,0.028037383177570093,0.0,0.0,0.0,0.009345794392523364,0.018691588785046728,0.0,0.009345794392523364,0.0,0.0,0.0,0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037383177570093455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000714865,1994-12-22,10-K,1994,QTR4,12,0.0,0.0021770682148040637,0.000725689404934688,0.008708272859216255,0.022496371552975326,0.020319303338171262,0.0,0.00362844702467344,0.001451378809869376,0.0021770682148040637,0.007982583454281567,0.0,0.0,0.005805515239477504,0.0,0.0,0.008708272859216255,0.002902757619738752,0.0,0.0,0.0,0.000725689404934688,0.000725689404934688,0.0,0.000725689404934688,0.0043541364296081275,0.005805515239477504,0.0021770682148040637,0.002902757619738752,0.00362844702467344,0.0,0.001451378809869376,0.0,0.6666666666666666,0.0,0.9166666666666666,-0.03225806451612903,0.6785714285714286,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.125,-0.6666666666666666,0.25,0.0,0.0,0.0
0000039677,1994-11-14,10-Q,1994,QTR4,11,0.005917159763313609,0.0,0.0,0.0,0.023668639053254437,0.005917159763313609,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.01775147928994083,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.005917159763313609,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000050916,1994-11-14,10-Q,1994,QTR4,11,0.0,0.01098901098901099,0.0,0.0,0.01098901098901099,0.03296703296703297,0.0,0.02197802197802198,0.0,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000814046,1994-11-14,10-Q,1994,QTR4,11,0.0,0.0031847133757961785,0.0031847133757961785,0.0,0.10509554140127389,0.0031847133757961785,0.0,0.06369426751592357,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.0,0.0,0.025477707006369428,0.0,0.0031847133757961785,0.0,0.0,0.0,0.0,0.006369426751592357,0.006369426751592357,0.01592356687898089,0.0,0.0,0.0031847133757961785,0.0031847133757961785,0.0,0.0031847133757961785,0.0,1.0,0.0,0.0,-0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000723534,1994-12-22,10-K,1994,QTR4,12,0.0,0.0025477707006369425,0.0012738853503184713,0.0012738853503184713,0.005095541401273885,0.017834394904458598,0.0012738853503184713,0.0012738853503184713,0.0012738853503184713,0.0,0.007643312101910828,0.0,0.0,0.015286624203821656,0.0,0.0012738853503184713,0.0025477707006369425,0.003821656050955414,0.0012738853503184713,0.0,0.0,0.0,0.0025477707006369425,0.0,0.0012738853503184713,0.0012738853503184713,0.0025477707006369425,0.0012738853503184713,0.0025477707006369425,0.005095541401273885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,1.0,0.0,0.0,0.0
0000037996,1994-11-03,10-Q,1994,QTR4,11,0.0,0.004048582995951417,0.004048582995951417,0.0,0.008097165991902834,0.012145748987854251,0.0,0.016194331983805668,0.0,0.0,0.048582995951417005,0.0,0.0,0.0,0.0,0.0,0.03643724696356275,0.0,0.004048582995951417,0.0,0.0,0.0,0.008097165991902834,0.0,0.004048582995951417,0.0,0.0,0.0,0.0,0.008097165991902834,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.0,0.25,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
0000062142,1994-11-14,10-Q,1994,QTR4,11,0.0,0.004132231404958678,0.0,0.0,0.045454545454545456,0.004132231404958678,0.0,0.022727272727272728,0.0,0.0,0.006198347107438017,0.0,0.0,0.0,0.0,0.0,0.02066115702479339,0.0,0.002066115702479339,0.0,0.0,0.0,0.002066115702479339,0.0,0.004132231404958678,0.002066115702479339,0.0,0.01859504132231405,0.002066115702479339,0.002066115702479339,0.002066115702479339,0.004132231404958678,0.0,0.0,0.0,0.0,-0.045454545454545456,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,0.0,1.0,0.0
0000729600,1994-12-14,10-Q,1994,QTR4,12,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000813710,1994-11-14,10-Q,1994,QTR4,11,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.00909090909090909,0.0,0.0,0.02727272727272727,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
